image,image_timestamp,pose_timestamp,car_S1_pose_x,car_S1_pose_y,car_S1_pose_angle,self_pose_x,self_pose_y,self_pose_angle,car_S3_pose_x,car_S3_pose_y,car_S3_pose_angle
none,none,1.7550921337454758e+18,-919.08984375,119.2740707397461,173.7661590576172,-566.8645629882812,529.54443359375,132.13824462890625,147.5912322998047,-832.6218872070312,-147.41331481933594
/home/pi/360_images/20250813/image_1755092133743008420.png,1755092133743008420,1.755092133755476e+18,-919.091552734375,119.27719116210938,173.76739501953125,-567.6661987304688,530.0018310546875,131.94070434570312,149.0923614501953,-833.6759033203125,-149.16122436523438
none,none,1.7550921337654758e+18,-919.0942993164062,119.28214263916016,173.7698516845703,-567.5969848632812,530.0747680664062,132.28140258789062,150.71893310546875,-834.8802490234375,-150.89183044433594
none,none,1.7550921337754757e+18,-919.0980224609375,119.28339385986328,173.764892578125,-567.8209838867188,530.37548828125,131.9681854248047,152.21665954589844,-836.0211791992188,-152.6400604248047
none,none,1.7550921337854758e+18,-919.0962524414062,119.28828430175781,173.77003479003906,-568.1142578125,530.7547607421875,131.97486877441406,153.49546813964844,-837.1637573242188,-154.4819793701172
none,none,1.755092133795476e+18,-919.0939331054688,119.27946472167969,173.76710510253906,-568.0958251953125,530.6650390625,131.887451171875,154.80816650390625,-838.4948120117188,-156.3740997314453
/home/pi/360_images/20250813/image_1755092133794732812.png,1755092133794732812,1.7550921338054758e+18,-919.08837890625,119.28003692626953,173.7701873779297,-568.40087890625,530.8404541015625,132.14540100097656,156.18124389648438,-839.9794921875,-158.2869110107422
none,none,1.7550921338154757e+18,-919.0918579101562,119.2850112915039,173.77352905273438,nan,nan,nan,157.53924560546875,-841.324951171875,-160.18556213378906
none,none,1.7550921338254758e+18,-919.1116943359375,119.28080749511719,173.8889617919922,-568.809326171875,530.94140625,131.68212890625,159.0042266845703,-842.81591796875,-162.0821990966797
none,none,1.755092133835476e+18,-919.095947265625,119.26808166503906,173.85818481445312,-568.7518310546875,530.8355102539062,131.66317749023438,160.4454803466797,-844.447998046875,-164.00807189941406
none,none,1.7550921338454758e+18,-919.0947875976562,119.27194213867188,173.8491973876953,-568.14599609375,530.611328125,131.8616485595703,161.61648559570312,-845.9368286132812,-165.9420623779297
/home/pi/360_images/20250813/image_1755092133829881956.png,1755092133829881956,1.7550921338554757e+18,-919.0921020507812,119.27104949951172,173.82884216308594,-567.4055786132812,530.7890014648438,131.17666625976562,162.70928955078125,-847.5111694335938,-167.87623596191406
none,none,1.7550921338654758e+18,-919.0938110351562,119.27367401123047,173.81788635253906,-567.14990234375,531.1952514648438,130.71969604492188,163.85630798339844,-849.3291625976562,-169.78855895996094
none,none,1.755092133875476e+18,-919.0934448242188,119.28031158447266,173.80523681640625,-568.02197265625,531.1773071289062,131.66383361816406,164.99749755859375,-850.9544677734375,-171.71263122558594
none,none,1.7550921338954757e+18,-919.0897827148438,119.2847900390625,173.7920684814453,-568.2469482421875,530.7101440429688,131.85980224609375,167.10220336914062,-854.7350463867188,-175.7723388671875
/home/pi/360_images/20250813/image_1755092133895692968.png,1755092133895692968,1.7550921339054758e+18,-919.0858764648438,119.28443908691406,173.78602600097656,nan,nan,nan,168.11636352539062,-856.5070190429688,-177.7476043701172
none,none,1.755092133915476e+18,-919.0834350585938,119.28117370605469,173.77313232421875,-568.1387329101562,530.5379638671875,131.83627319335938,169.04824829101562,-858.3173828125,-179.70193481445312
